"","gene.name.list"
"7052","opa"
"7053","Opa1"
"7054","Opbp"
"7055","opm"
"7056","Optix"
"7057","or"
"7058","Or22a"
"7059","Or43b"
"7060","Or49b"
"7061","Or71a"
"7062","Or9a"
"7063","orb"
"7064","orb2"
"7065","Orc1"
"7066","Orc2"
"7067","Orc4"
"7068","Orc5"
"7069","Orc6"
"7070","Orct"
"7071","Orct2"
"7072","org-1"
"7073","ORMDL"
"7074","os"
"7075","osa"
"7076","Osbp"
"7077","Oscillin"
"7078","Oscp"
"7079","Oseg1"
"7080","Oseg4"
"7081","Oseg5"
"7082","Oseg6"
"7083","Osi15"
"7084","Osi17"
"7085","Osi21"
"7086","osk"
"7087","osp"
"7088","Ost48"
"7089","OstDelta"
"7090","Ostgamma"
"7091","OstStt3"
"7092","Ote"
"7093","otk"
"7094","otk2"
"7095","otp"
"7096","otu"
"7097","out"
"7098","ovo"
"7099","ox"
"7100","Oxp"
"7101","oxt"
"7102","oys"
"7103","p"
"7104","p115"
"7105","p120ctn"
"7106","p130CAS"
"7107","p24-1"
"7108","P32"
"7109","p38a"
"7110","p38b"
"7111","p38c"
"7112","p47"
"7113","p53"
"7114","P58IPK"
"7115","P5CDh1"
"7116","P5cr"
"7117","P5cr-2"
"7118","Pa1"
"7119","pAbp"
"7120","Pabp2"
"7121","pad"
"7122","Paf-AHalpha"
"7123","Paip2"
"7124","Pak"
"7125","Pak3"
"7126","Pal1"
"7127","pall"
"7128","Pallidin"
"7129","pan"
"7130","PAN2"
"7131","papi"
"7132","Papss"
"7133","Papst2"
"7134","par-1"
"7135","par-6"
"7136","para"
"7137","Parg"
"7138","park"
"7139","Parp"
"7140","parvin"
"7141","pasha"
"7142","Pask"
"7143","Past1"
"7144","Pat1"
"7145","path"
"7146","Patj"
"7147","Patr-1"
"7148","Patronin"
"7149","Patsas"
"7150","pav"
"7151","Pax"
"7152","pb"
"7153","Pbgs"
"7154","pbl"
"7155","Pbp45"
"7156","Pbp95"
"7157","Pc"
"7158","Pcd"
"7159","pch2"
"7160","PCID2"
"7161","pck"
"7162","Pcl"
"7163","pcm"
"7164","Pcmt"
"7165","PCNA"
"7166","Pcp"
"7167","pcs"
"7168","pcx"
"7169","Pdcd4"
"7170","PDCD-5"
"7171","Pde11"
"7172","Pde1c"
"7173","Pde8"
"7174","Pde9"
"7175","Pdfr"
"7176","pdgy"
"7177","Pdi"
"7178","Pdk"
"7179","Pdk1"
"7180","pdm2"
"7181","Pdp"
"7182","Pdp1"
"7183","pds5"
"7184","pDsRed"
"7185","Pdsw"
"7186","Pdxk"
"7187","PDZ-GEF"
"7188","pea"
"7189","peb"
"7190","PebIII"
"7191","Pect"
"7192","PEK"
"7193","pelo"
"7194","pen"
"7195","Pen"
"7196","pen-2"
"7197","Pep"
"7198","Peritrophin-A"
"7199","pes"
"7200","Pex1"
"7201","Pex10"
"7202","Pex11"
"7203","Pex12"
"7204","Pex13"
"7205","Pex14"
"7206","Pex16"
"7207","Pex19"
"7208","Pex2"
"7209","Pex23"
"7210","Pex3"
"7211","Pex5"
"7212","Pex6"
"7213","Pex7"
"7214","Pez"
"7215","pfk"
"7216","Pfk"
"7217","Pfrx"
"7218","pGal4"
"7219","Pgam5"
"7220","pgant3"
"7221","Pgant35A"
"7222","pgant5"
"7223","pgant6"
"7224","PGAP3"
"7225","PGAP5"
"7226","pgc"
"7227","Pgd"
"7228","Pgi"
"7229","Pgk"
"7230","Pglym78"
"7231","Pgm"
"7232","PGRP-LE"
"7233","PGRP-SB1"
"7234","PGRP-SC2"
"7235","PH4alphaEFB"
"7236","Phae2"
"7237","Phax"
"7238","Phb2"
"7239","ph-d"
"7240","Phf7"
"7241","PHGPx"
"7242","PhKgamma"
"7243","phl"
"7244","phm"
"7245","Phm"
"7246","pho"
"7247","phol"
"7248","ph-p"
"7249","phr"
"7250","phr6-4"
"7251","phtf"
"7252","phyl"
"7253","PI31"
"7254","Pi3K21B"
"7255","Pi3K59F"
"7256","Pi3K68D"
"7257","Pi3K92E"
"7258","Pi4KIIalpha"
"7259","PI4KIIIalpha"
"7260","pic"
"7261","pico"
"7262","Picot"
"7263","pie"
"7264","Piezo"
"7265","PIG-C"
"7266","pigeon"
"7267","pigs"
"7268","PIG-S"
"7269","PIG-U"
"7270","PIG-V"
"7271","Pih1D1"
"7272","pim"
"7273","Pink1"
"7274","Pino"
"7275","pins"
"7276","pinta"
"7277","pio"
"7278","pip"
"7279","PIP4K"
"7280","PIP5K59B"
"7281","PIP82"
"7282","Pis"
"7283","pit"
"7284","pita"
"7285","Pitslre"
"7286","piwi"
"7287","pix"
"7288","pk"
"7289","Pk17E"
"7290","Pk92B"
"7291","pkaap"
"7292","Pka-C1"
"7293","Pka-C2"
"7294","Pka-C3"
"7295","Pka-R1"
"7296","Pka-R2"
"7297","Pkc53E"
"7298","Pkc98E"
"7299","Pkn"
"7300","Plap"
"7301","Plc21C"
"7302","PlexA"
"7303","PlexB"
"7304","Pli"
"7305","Plip"
"7306","pll"
"7307","Plod"
"7308","plu"
"7309","plum"
"7310","plx"
"7311","Plzf"
"7312","PMCA"
"7313","Pmm45A"
"7314","Pmp70"
"7315","Pms2"
"7316","pn"
"7317","pncr009:3L"
"7318","pncr013:4"
"7319","pncr014:3L"
"7320","png"
"7321","Pngl"
"7322","Pnn"
"7323","pnr"
"7324","pnt"
"7325","pnut"
"7326","PNUTS"
"7327","Poc1"
"7328","pod1"
"7329","poe"
"7330","Pof"
"7331","pog"
"7332","Pol32"
"7333","polo"
"7334","poly"
"7335","polybromo"
"7336","Pomp"
"7337","pon"
"7338","pont"
"7339","Pop2"
"7340","por"
"7341","porin"
"7342","POSH"
"7343","pot"
"7344","Pp1-13C"
"7345","Pp1-87B"
"7346","Pp1alpha-96A"
"7347","Pp2A-29B"
"7348","PP2A-B'"
"7349","Pp2B-14D"
"7350","Pp2C1"
"7351","Pp4-19C"
"7352","Ppa"
"7353","ppan"
"7354","Ppat-Dpck"
"7355","Ppcs"
"7356","PpD3"
"7357","ppk"
"7358","ppk10"
"7359","ppk12"
"7360","ppk13"
"7361","ppk17"
"7362","ppk19"
"7363","ppk20"
"7364","ppk21"
"7365","ppk23"
"7366","ppk28"
"7367","ppk29"
"7368","ppk6"
"7369","ppl"
"7370","PPO3"
"7371","Ppox"
"7372","PPP4R2r"
"7373","pps"
"7374","Ppt1"
"7375","Ppt2"
"7376","PpV"
"7377","PQBP1"
"7378","pr"
"7379","Prat"
"7380","PrBP"
"7381","prd"
"7382","prel"
"7383","pre-lola-G"
"7384","pre-mod(mdg4)-E"
"7385","pre-mod(mdg4)-U"
"7386","PRL-1"
"7387","Prm"
"7388","Proc-R"
"7389","prod"
"7390","prominin-like"
"7391","pros"
"7392","Prosalpha2"
"7393","Prosalpha3"
"7394","Prosalpha4"
"7395","Prosalpha5"
"7396","Prosalpha6"
"7397","Prosalpha7"
"7398","Prosap"
"7399","Prosbeta1"
"7400","Prosbeta2"
"7401","Prosbeta2R2"
"7402","Prosbeta3"
"7403","Prosbeta4"
"7404","Prosbeta5"
"7405","Prosbeta6"
"7406","Prosbeta7"
"7407","Prp18"
"7408","Prp19"
"7409","Prp3"
"7410","Prp31"
"7411","Prp38"
"7412","Prp8"
"7413","Prpk"
"7414","pr-set7"
"7415","prtp"
"7416","Prx2540-1"
"7417","Prx2540-2"
"7418","Prx3"
"7419","Prx6005"
"7420","ps"
"7421","Psa"
"7422","Psc"
"7423","Psf1"
"7424","Psf2"
"7425","Psf3"
"7426","PsGEF"
"7427","Psi"
"7428","psidin"
"7429","Psn"
"7430","psq"
"7431","PSR"
"7432","pst"
"7433","ptc"
"7434","Pten"
"7435","ptip"
"7436","Ptp10D"
"7437","Ptp4E"
"7438","Ptp52F"
"7439","Ptp61F"
"7440","Ptp69D"
"7441","Ptp99A"
"7442","Ptpa"
"7443","PTP-ER"
"7444","Ptpmeg"
"7445","Ptr"
"7446","Ptth"
"7447","Ptx1"
"7448","Pu"
"7449","puc"
"7450","puf"
"7451","pUf68"
"7452","pug"
"7453","pum"
"7454","Pur-alpha"
"7455","put"
"7456","Pvf3"
"7457","pVm26Aa"
"7458","Pvr"
"7459","PVRAP"
"7460","pwn"
"7461","px"
"7462","pxb"
"7463","Pxt"
"7464","pyd"
"7465","pyd3"
"7466","pygo"
"7467","PyK"
"7468","Pym"
"7469","pyr"
"7470","pyx"
"7471","pzg"
"7472","QC"
"7473","qjt"
"7474","qkr54B"
"7475","qkr58E-1"
"7476","qkr58E-2"
"7477","qkr58E-3"
"7478","qless"
"7479","qm"
"7480","qsm"
"7481","qtc"
"7482","Qtzl"
"7483","r"
"7484","R"
"7485","r2d2"
"7486","Rab1"
"7487","Rab10"
"7488","Rab11"
"7489","Rab14"
"7490","Rab18"
"7491","Rab19"
"7492","Rab2"
"7493","Rab21"
"7494","Rab23"
"7495","Rab26"
"7496","Rab27"
"7497","Rab3"
"7498","Rab30"
"7499","Rab35"
"7500","Rab39"
"7501","Rab3-GAP"
"7502","Rab3-GEF"
"7503","Rab4"
"7504","Rab40"
"7505","Rab5"
"7506","Rab6"
"7507","Rab7"
"7508","Rab8"
"7509","Rabex-5"
"7510","RabX1"
"7511","RabX4"
"7512","RabX6"
"7513","Rac1"
"7514","Rac2"
"7515","Rack1"
"7516","rad"
"7517","Rad17"
"7518","Rad23"
"7519","rad50"
"7520","Rad51C"
"7521","Rad51D"
"7522","Rad9"
"7523","Rae1"
"7524","RAF2"
"7525","RagA-B"
"7526","RagC-D"
"7527","Rala"
"7528","Ran"
"7529","Ranbp11"
"7530","Ranbp16"
"7531","Ranbp21"
"7532","RanBP3"
"7533","Ranbp9"
"7534","RanBPM"
"7535","RanGAP"
"7536","ranshi"
"7537","rap"
"7538","Rap2l"
"7539","RapGAP1"
"7540","raptor"
"7541","ras"
"7542","Ras64B"
"7543","Ras85D"
"7544","RasGAP1"
"7545","rasp"
"7546","Rassf"
"7547","RASSF8"
"7548","Rat1"
"7549","rau"
"7550","Ravus"
"7551","raw"
"7552","rb"
"7553","Rb97D"
"7554","Rbbp5"
"7555","Rbcn-3A"
"7556","Rbcn-3B"
"7557","Rbf"
"7558","Rbf2"
"7559","Rbm13"
"7560","Rbp"
"7561","Rbp1"
"7562","Rbp1-like"
"7563","Rbp2"
"7564","Rbp4"
"7565","Rbp6"
"7566","Rbp9"
"7567","Rbpn-5"
"7568","Rbsn-5"
"7569","Rca1"
"7570","Rcc1"
"7571","Rcd1"
"7572","Rcd-1"
"7573","Rcd-1r"
"7574","Rcd2"
"7575","Rcd4"
"7576","Rcd5"
"7577","Rcp"
"7578","r-cup"
"7579","rdgA"
"7580","rdgB"
"7581","rdgBbeta"
"7582","Rdh"
"7583","Rdl"
"7584","rdx"
"7585","rec"
"7586","RecQ4"
"7587","RecQ5"
"7588","Ref1"
"7589","Ref2"
"7590","ref(2)P"
"7591","REG"
"7592","Reg-2"
"7593","regucalcin"
"7594","Rel"
"7595","rempA"
"7596","Rep"
"7597","Reph"
"7598","Reps"
"7599","rept"
"7600","resilin"
"7601","Ret"
"7602","retm"
"7603","retn"
"7604","Rev1"
"7605","rev7"
"7606","Rfabg"
"7607","RfC3"
"7608","RfC38"
"7609","RfC4"
"7610","RFeSP"
"7611","Rga"
"7612","Rgl"
"7613","rgn"
"7614","rgr"
"7615","Rh4"
"7616","Rh6"
"7617","Rh7"
"7618","rha"
"7619","rhea"
"7620","Rheb"
"7621","rhi"
"7622","rho"
"7623","Rho1"
"7624","rho-4"
"7625","rho-5"
"7626","rho-7"
"7627","RhoBTB"
"7628","RhoGAP100F"
"7629","RhoGAP102A"
"7630","RhoGAP15B"
"7631","RhoGAP16F"
"7632","RhoGAP18B"
"7633","RhoGAP19D"
"7634","RhoGAP1A"
"7635","RhoGAP54D"
"7636","RhoGAP5A"
"7637","RhoGAP68F"
"7638","RhoGAP71E"
"7639","RhoGAP92B"
"7640","RhoGAP93B"
"7641","RhoGAPp190"
"7642","RhoGDI"
"7643","RhoGEF2"
"7644","RhoGEF3"
"7645","RhoGEF4"
"7646","RhoGEF64C"
"7647","RhoL"
"7648","RhoU"
"7649","Rhp"
"7650","rib"
"7651","Ric"
"7652","RIC-3"
"7653","ric8a"
"7654","Rich"
"7655","rictor"
"7656","Rif1"
"7657","rig"
"7658","Rim"
"7659","Rim2"
"7660","rin"
"7661","Rint1"
"7662","RIOK1"
"7663","RIOK2"
"7664","Rip11"
"7665","Ripalpha"
"7666","rk"
"7667","rl"
"7668","r-l"
"7669","Rlb1"
"7670","Rlip"
"7671","RluA-1"
"7672","RluA-2"
"7673","Rm62"
"7674","Rme-8"
"7675","rn"
"7676","RNaseP:RNA"
"7677","RNaseX25"
"7678","rngo"
"7679","rnh1"
"7680","rno"
"7681","Rnp4F"
"7682","RnpS1"
"7683","RnrL"
"7684","RnrS"
"7685","RN-tre"
"7686","ro"
"7687","robl"
"7688","robls54B"
"7689","robo"
"7690","robo3"
"7691","Roc1a"
"7692","Roc1b"
"7693","Roc2"
"7694","rod"
"7695","Roe1"
"7696","rogdi"
"7697","Rok"
"7698","Rootletin"
"7699","Rop"
"7700","roq"
"7701","row"
"7702","roX1"
"7703","roX2"
"7704","Rox8"
"7705","RPA2"
"7706","RPA3"
"7707","RpA-70"
"7708","Rpb10"
"7709","Rpb11"
"7710","Rpb12"
"7711","Rpb5"
"7712","Rpb7"
"7713","Rpb8"
"7714","Rpd3"
"7715","Rph"
"7716","Rpi"
"7717","RpI1"
"7718","RpI12"
"7719","RpI135"
"7720","RpII140"
"7721","RpII15"
"7722","RpII18"
"7723","RpII215"
"7724","RpII33"
"7725","RpIII128"
"7726","rpk"
"7727","RpL10"
"7728","RpL10Ab"
"7729","RpL11"
"7730","RpL12"
"7731","RpL13"
"7732","RpL13A"
"7733","RpL14"
"7734","RpL15"
"7735","RpL17"
"7736","RpL18"
"7737","RpL18A"
"7738","RpL19"
"7739","RpL21"
"7740","RpL22"
"7741","RpL22-like"
"7742","RpL23"
"7743","RpL23A"
"7744","RpL24"
"7745","RpL24-like"
"7746","RpL26"
"7747","RpL27"
"7748","RpL27A"
"7749","RpL28"
"7750","RpL29"
"7751","RpL3"
"7752","RpL30"
"7753","RpL31"
"7754","RpL32"
"7755","RpL34a"
"7756","RpL34b"
"7757","RpL35"
"7758","RpL35A"
"7759","RpL36"
"7760","RpL36A"
"7761","RpL37a"
"7762","RpL37A"
"7763","RpL37b"
"7764","RpL38"
"7765","RpL39"
"7766","RpL4"
"7767","RpL40"
"7768","RpL41"
"7769","RpL5"
"7770","RpL6"
"7771","RpL7"
"7772","RpL7A"
"7773","RpL8"
"7774","RpL9"
"7775","RpLP0"
"7776","RpLP0-like"
"7777","RpLP1"
"7778","RpLP2"
"7779","Rpn1"
"7780","Rpn10"
"7781","Rpn11"
"7782","Rpn12"
"7783","Rpn13"
"7784","Rpn2"
"7785","Rpn3"
"7786","Rpn5"
"7787","Rpn6"
"7788","Rpn7"
"7789","Rpn8"
"7790","Rpn9"
"7791","Rpp30"
"7792","rpr"
"7793","RpS10a"
"7794","RpS10b"
"7795","RpS11"
"7796","RpS12"
"7797","RpS13"
"7798","RpS14a"
"7799","RpS14b"
"7800","RpS15"
"7801","RpS15Aa"
"7802","RpS15Ab"
"7803","RpS16"
"7804","RpS17"
"7805","RpS18"
"7806","RpS19a"
"7807","RpS19b"
"7808","RpS2"
"7809","RpS20"
"7810","RpS21"
"7811","RpS23"
"7812","RpS24"
"7813","RpS25"
"7814","RpS26"
"7815","RpS27"
"7816","RpS27A"
"7817","RpS28a"
"7818","RpS28b"
"7819","RpS29"
"7820","RpS3"
"7821","RpS30"
"7822","RpS3A"
"7823","RpS4"
"7824","RpS5a"
"7825","RpS5b"
"7826","RpS6"
"7827","RpS7"
"7828","RpS8"
"7829","RpS9"
"7830","Rpt1"
"7831","Rpt2"
"7832","Rpt3"
"7833","Rpt3R"
"7834","Rpt4"
"7835","Rpt5"
"7836","Rpt6"
"7837","Rpt6R"
"7838","Rrp1"
"7839","Rrp4"
"7840","Rrp40"
"7841","Rrp42"
"7842","Rrp45"
"7843","Rrp46"
"7844","Rrp47"
"7845","Rrp6"
"7846","Rs1"
"7847","Rsf1"
"7848","RSG7"
"7849","rst"
"7850","rt"
"7851","Rtc1"
"7852","rtet"
"7853","Rtf1"
"7854","RtGEF"
"7855","Rtnl1"
"7856","Rtnl2"
"7857","rtp"
"7858","rtv"
"7859","rudhira"
"7860","rumi"
"7861","rump"
"7862","run"
"7863","RunxA"
"7864","rush"
"7865","rut"
"7866","rux"
"7867","Rx"
"7868","ry"
"7869","RYBP"
"7870","RyR"
"7871","S"
"7872","S1P"
"7873","S2P"
"7874","S6k"
"7875","S6kII"
"7876","SA"
"7877","SA-2"
"7878","Sac1"
"7879","sad"
"7880","Saf6"
"7881","Saf-B"
"7882","sage"
"7883","SAK"
"7884","salm"
"7885","salr"
"7886","salt"
"7887","SamDC"
"7888","Sam-S"
"7889","Samuel"
"7890","san"
"7891","sano"
"7892","Sans"
"7893","Sap130"
"7894","Sap30"
"7895","Sap47"
"7896","Sap-r"
"7897","Sar1"
"7898","Sara"
"7899","sas"
"7900","Sas"
"7901","Sas10"
"7902","Sas-4"
"7903","Sas-6"
"7904","sau"
"7905","sav"
"7906","sax"
"7907","sba"
"7908","sbb"
"7909","Sbf"
"7910","Sbp2"
"7911","sbr"
"7912","sc"
"7913","Sc2"
"7914","SC35"
"7915","sca"
"7916","scaf"
"7917","scaf6"
"7918","Scamp"
"7919","SCAP"
"7920","SCAR"
"7921","scat"
"7922","scb"
"7923","Sce"
"7924","sced"
"7925","scf"
"7926","Scgalpha"
"7927","schlank"
"7928","Scm"
"7929","scny"
"7930","SCOT"
"7931","Scox"
"7932","Scp1"
"7933","Scp2"
"7934","scpr-C"
"7935","ScpX"
"7936","Scr"
"7937","scra"
"7938","scramb1"
"7939","scramb2"
"7940","scrib"
"7941","scro"
"7942","scrt"
"7943","Scsalpha"
"7944","scu"
"7945","scw"
"7946","scyl"
"7947","sd"
"7948","sda"
"7949","Sdc"
"7950","SdhA"
"7951","SdhB"
"7952","SdhC"
"7953","sdk"
"7954","Sdr"
"7955","sds22"
"7956","sdt"
"7957","Sec10"
"7958","Sec13"
"7959","Sec15"
"7960","Sec16"
"7961","Sec22"
"7962","Sec23"
"7963","Sec24AB"
"7964","Sec24CD"
"7965","Sec3"
"7966","Sec31"
"7967","Sec5"
"7968","Sec6"
"7969","Sec61alpha"
"7970","Sec61beta"
"7971","Sec61gamma"
"7972","Sec63"
"7973","Sec71"
"7974","Sec8"
"7975","sei"
"7976","Seipin"
"7977","sel"
"7978","SelD"
"7979","SelG"
"7980","SelR"
"7981","Sem1"
"7982","Sema-1a"
"7983","Sema-1b"
"7984","Sema-2a"
"7985","Sema-2b"
"7986","Sema-5c"
"7987","Send2"
"7988","Sep1"
"7989","Sep2"
"7990","Sep4"
"7991","Sep5"
"7992","sesB"
"7993","Set"
"7994","Set1"
"7995","Set2"
"7996","SF1"
"7997","SF2"
"7998","sff"
"7999","sfl"
"8000","Sfmbt"
"8001","Sfp26Ad"
"8002","Sfp70A4"
"8003","Sgf11"
"8004","Sgf29"
"8005","sgg"
"8006","sgl"
"8007","sgll"
"8008","Sgt"
"8009","Sgt1"
"8010","Sh"
"8011","Sh3beta"
"8012","SH3PX1"
"8013","shakB"
"8014","Shal"
"8015","shark"
"8016","Shawl"
"8017","Shc"
"8018","shep"
"8019","shf"
"8020","shg"
"8021","shi"
"8022","shn"
"8023","shot"
"8024","shrb"
"8025","Shroom"
"8026","shtd"
"8027","sicily"
"8028","sick"
"8029","side"
"8030","SIDL"
"8031","sif"
"8032","SIFa"
"8033","SIFaR"
"8034","Sik3"
"8035","sim"
"8036","sima"
"8037","simj"
"8038","Sin"
"8039","Sin1"
"8040","Sin3A"
"8041","sina"
"8042","sinu"
"8043","sip1"
"8044","Sip1"
"8045","sip2"
"8046","sip3"
"8047","Sir2"
"8048","Sirt2"
"8049","Sirt4"
"8050","Sirt6"
"8051","Sirt7"
"8052","Sirup"
"8053","sisA"
"8054","Six4"
"8055","siz"
"8056","SK"
"8057","Sk2"
"8058","skap"
"8059","skd"
"8060","Skeletor"
"8061","Ski6"
"8062","SKIP"
"8063","skl"
"8064","Skp2"
"8065","SkpA"
"8066","SkpB"
"8067","SkpC"
"8068","sktl"
"8069","sky"
"8070","sl"
"8071","slam"
"8072","S-Lap5"
"8073","Slbp"
"8074","Sld5"
"8075","sle"
"8076","slgA"
"8077","Slh"
"8078","sli"
"8079","slif"
"8080","slik"
"8081","slim"
"8082","Slimp"
"8083","Slip1"
"8084","sll"
"8085","Slmap"
"8086","slmb"
"8087","slmo"
"8088","Sln"
"8089","slo"
"8090","Slob"
"8091","slou"
"8092","slp1"
"8093","slp2"
"8094","slpr"
"8095","sls"
"8096","Slu7"
"8097","slv"
"8098","slx1"
"8099","sm"
"8100","SmB"
"8101","SMC1"
"8102","SMC2"
"8103","SMC3"
"8104","SMC5"
"8105","SmD1"
"8106","SmD2"
"8107","SmD3"
"8108","SmE"
"8109","SmF"
"8110","smg"
"8111","SmG"
"8112","Smg5"
"8113","Smg6"
"8114","smid"
"8115","Smn"
"8116","smo"
"8117","Smox"
"8118","Smr"
"8119","SMSr"
"8120","smt3"
"8121","Smu1"
"8122","Smurf"
"8123","Smyd4"
"8124","sn"
"8125","sna"
"8126","snama"
"8127","Snap24"
"8128","Snap25"
"8129","Snap29"
"8130","SNCF"
"8131","snf"
"8132","SNF4Agamma"
"8133","sni"
"8134","Snm1"
"8135","sno"
"8136","Snoo"
"8137","Snp"
"8138","Snr1"
"8139","snRNP-U1-70K"
"8140","snRNP-U1-C"
"8141","Snx1"
"8142","Snx16"
"8143","Snx3"
"8144","Snx6"
"8145","snz"
"8146","so"
"8147","sob"
"8148","Sobp"
"8149","Socs16D"
"8150","Socs36E"
"8151","Socs44A"
"8152","Sod"
"8153","Sod2"
"8154","Sod3"
"8155","Sodh-2"
"8156","sofe"
"8157","sog"
"8158","sol"
"8159","Sos"
"8160","sosie"
"8161","sowah"
"8162","Sox102F"
"8163","Sox14"
"8164","Sox21a"
"8165","SoxN"
"8166","SoYb"
"8167","Sp1"
"8168","SP1029"
"8169","SP1173"
"8170","SP2353"
"8171","SP2637"
"8172","Sp7"
"8173","spag"
"8174","spartin"
"8175","spas"
"8176","Spase12"
"8177","Spase22-23"
"8178","Spase25"
"8179","Spat"
"8180","Spc105R"
"8181","Spc25"
"8182","spd-2"
"8183","spdo"
"8184","SpdS"
"8185","Spec2"
"8186","spel1"
"8187","spen"
"8188","Spf45"
"8189","spg"
"8190","sphinx"
"8191","spi"
"8192","spict"
"8193","spin"
"8194","Spindly"
"8195","spir"
"8196","sPLA2"
"8197","Sply"
"8198","Spn"
"8199","Spn27A"
"8200","Spn28B"
"8201","Spn31A"
"8202","Spn42Da"
"8203","Spn42Dc"
"8204","Spn42Dd"
"8205","Spn47C"
"8206","Spn55B"
"8207","Spn85F"
"8208","Spn88Ea"
"8209","spn-A"
"8210","spn-B"
"8211","spn-D"
"8212","spn-E"
"8213","spn-F"
"8214","spo"
"8215","SPoCk"
"8216","spoon"
"8217","Spp"
"8218","SppL"
"8219","Spps"
"8220","Spred"
"8221","spri"
"8222","sprt"
"8223","Sps2"
"8224","Spt"
"8225","Spt20"
"8226","Spt3"
"8227","spt4"
"8228","Spt5"
"8229","Spt6"
"8230","Spt-I"
"8231","Sptr"
"8232","Spx"
"8233","spz"
"8234","spz3"
"8235","spz4"
"8236","sqa"
"8237","sqd"
"8238","sqh"
"8239","squ"
"8240","sr"
"8241","sra"
"8242","Sra-1"
"8243","Sras"
"8244","Src42A"
"8245","Src64B"
"8246","Sr-CI"
"8247","Sr-CII"
"8248","srl"
"8249","SRm160"
"8250","sro"
"8251","srp"
"8252","Srp14"
"8253","Srp19"
"8254","Srp54"
"8255","Srp54k"
"8256","Srp68"
"8257","Srp72"
"8258","Srp9"
"8259","SRPK"
"8260","SrpRbeta"
"8261","srw"
"8262","Sry-delta"
"8263","ss"
"8264","Ssadh"
"8265","Ssb-c31a"
"8266","Ssdp"
"8267","Sse"
"8268","ssh"
"8269","Ssl1"
"8270","Ssl2"
"8271","ssp"
"8272","ssp3"
"8273","ssp6"
"8274","SsRbeta"
"8275","Ssrp"
"8276","Ssu72"
"8277","ssx"
"8278","St4"
"8279","sta"
"8280","stai"
"8281","Stam"
"8282","Start1"
"8283","stas"
"8284","Stat92E"
"8285","stau"
"8286","stc"
"8287","stck"
"8288","ste14"
"8289","ste24a"
"8290","ste24b"
"8291","step"
"8292","stet"
"8293","SteXh:CG42398"
"8294","stg"
"8295","sti"
"8296","stil"
"8297","Stim"
"8298","stj"
"8299","stl"
"8300","Stlk"
"8301","stmA"
"8302","stops"
"8303","Strica"
"8304","Strip"
"8305","Strn-Mlck"
"8306","stum"
"8307","stumps"
"8308","stwl"
"8309","sty"
"8310","sub"
"8311","Sucb"
"8312","Su(dx)"
"8313","su(f)"
"8314","Su(fu)"
"8315","sug"
"8316","Sug"
"8317","Su(H)"
"8318","su(Hw)"
"8319","Sulf1"
"8320","sun"
"8321","Su(P)"
"8322","Sur"
"8323","Sur-8"
"8324","Surf1"
"8325","Surf4"
"8326","Surf6"
"8327","su(s)"
"8328","Su(Ste):CR41533"
"8329","sut1"
"8330","sut2"
"8331","Su(Tpl)"
"8332","Su(var)205"
"8333","Su(var)2-10"
"8334","Su(var)2-HP2"
"8335","Su(var)3-3"
"8336","Su(var)3-7"
"8337","Su(var)3-9"
"8338","su(w[a])"
"8339","Su(z)12"
"8340","Su(z)2"
"8341","sv"
"8342","svp"
"8343","svr"
"8344","sw"
"8345","swa"
"8346","Swip-1"
"8347","swm"
"8348","sws"
"8349","sxc"
"8350","sxe2"
"8351","Sxl"
"8352","Syb"
"8353","syd"
"8354","Sym"
"8355","Syn1"
"8356","Synd"
"8357","Syngr"
"8358","Synj"
"8359","Syp"
"8360","Syt1"
"8361","Syt12"
"8362","Syt14"
"8363","Syt7"
"8364","Syx13"
"8365","Syx16"
"8366","Syx17"
"8367","Syx18"
"8368","Syx1A"
"8369","Syx4"
"8370","Syx5"
"8371","Syx6"
"8372","Syx7"
"8373","Syx8"
"8374","T3dh"
"8375","T48"
"8376","Tab2"
"8377","tacc"
"8378","Tace"
"8379","Taf1"
"8380","Taf10"
"8381","Taf10b"
"8382","Taf11"
"8383","Taf12"
"8384","Taf12L"
"8385","Taf13"
"8386","TAF1B"
"8387","TAF1C-like"
"8388","Taf2"
"8389","Taf4"
"8390","Taf5"
"8391","Taf6"
"8392","Taf7"
"8393","Taf8"
"8394","tai"
"8395","Tak1"
"8396","Takl2"
"8397","Tal"
"8398","tam"
"8399","tamo"
"8400","tan"
"8401","Tango1"
"8402","Tango10"
"8403","Tango11"
"8404","Tango13"
"8405","Tango14"
"8406","Tango2"
"8407","Tango4"
"8408","Tango5"
"8409","Tango6"
"8410","Tango7"
"8411","Tango8"
"8412","Tango9"
"8413","tank"
"8414","Tao"
"8415","tap"
"8416","Tap42"
"8417","Tapdelta"
"8418","tara"
"8419","Task6"
"8420","Taspase1"
"8421","tau"
"8422","tay"
"8423","Taz"
"8424","Tbc1d15-17"
"8425","TBCB"
"8426","Tbce"
"8427","TbCMF46"
"8428","Tbp"
"8429","TBPH"
"8430","T-cp1"
"8431","Tcp-1eta"
"8432","Tcp-1zeta"
"8433","Tctp"
"8434","Tdc1"
"8435","Tdrd3"
"8436","tef"
"8437","tefu"
"8438","Teh2"
"8439","tej"
"8440","Tektin-C"
"8441","temp"
"8442","Ten-a"
"8443","Ten-m"
"8444","Tep2"
"8445","Tep4"
"8446","Tequila"
"8447","TER94"
"8448","term"
"8449","Tes"
"8450","Tet"
